,Virus,Subtype,clade,genotype,day,Sample,sample_time,ferret,PFU,RNA,AUC_PFU,AUC_RNA,trans,trans_cat,trans_3cat,PFU_unlog,RNA_unlog,RBS,RBS_cat
126,SI26221,,,,d3,NW,2h_ cage,F3,5.75,7.9,5.791393,7.904736,0,non-transmissible,Non-transmissible,5.62E+05,7.94E+07,0,A
127,Yu14563,,,,d1,NW,2h_ cage,F1,3.75,6.63,5.263521,7.608244,0,non-transmissible,Non-transmissible,5.62E+03,4.27E+06,0,A
128,Yu14563,,,,d1,NW,2h_ cage,F2,4.75,6.75,5.369331,7.520689,0,non-transmissible,Non-transmissible,5.62E+04,5.62E+06,0,A
129,Yu14563,,,,d1,NW,2h_ cage,F3,4.25,6.8,4.321082,6.836268,0,non-transmissible,Non-transmissible,1.78E+04,6.31E+06,0,A
130,Yu14563,,,,d3,NW,2h_ cage,F1,5.25,7.56,5.263521,7.608244,0,non-transmissible,Non-transmissible,1.78E+05,3.63E+07,0,A
131,Yu14563,,,,d3,NW,2h_ cage,F2,5.25,7.44,5.369331,7.520689,0,non-transmissible,Non-transmissible,1.78E+05,2.75E+07,0,A
132,Yu14563,,,,d3,NW,2h_ cage,F3,3.5,5.74,4.321082,6.836268,0,non-transmissible,Non-transmissible,3.16E+03,5.50E+05,0,A
133,WA2148,H5N5,2.3.4.4b,A6,d1,NIOSH,30min,9248,,,,,0,non-transmissible,Non-transmissible,2.6,4110,,
134,WA2148,H5N5,2.3.4.4b,A6,d1,NIOSH,30min,9581,,,,,0,non-transmissible,Non-transmissible,2.6,19500,,
135,WA2148,H5N5,2.3.4.4b,A6,d1,NIOSH,30min,9583,,,,,0,non-transmissible,Non-transmissible,15.7,16700,,
136,WA2148,H5N5,2.3.4.4b,A6,d1,NIOSH,30min,9596,,,,,0,non-transmissible,Non-transmissible,0,7000,,
137,WA2148,H5N5,2.3.4.4b,A6,d1,NIOSH,30min,9598,,,,,0,non-transmissible,Non-transmissible,0,6720,,
138,WA2148,H5N5,2.3.4.4b,A6,d1,NIOSH,30min,9600,,,,,0,non-transmissible,Non-transmissible,0,2130,,
139,WA2148,H5N5,2.3.4.4b,A6,d2,NIOSH,30min,9248,,,,,0,non-transmissible,Non-transmissible,7.8,56400,,
140,WA2148,H5N5,2.3.4.4b,A6,d2,NIOSH,30min,9581,,,,,0,non-transmissible,Non-transmissible,9.1,1130000,,
141,WA2148,H5N5,2.3.4.4b,A6,d2,NIOSH,30min,9583,,,,,0,non-transmissible,Non-transmissible,5.2,17900,,
142,WA2148,H5N5,2.3.4.4b,A6,d2,NIOSH,30min,9596,,,,,0,non-transmissible,Non-transmissible,0,28776.21,,
143,WA2148,H5N5,2.3.4.4b,A6,d2,NIOSH,30min,9598,,,,,0,non-transmissible,Non-transmissible,0,1905.35,,
144,WA2148,H5N5,2.3.4.4b,A6,d2,NIOSH,30min,9600,,,,,0,non-transmissible,Non-transmissible,0,1483.37,,
145,WA2148,H5N5,2.3.4.4b,A6,d3,NIOSH,30min,9248,,,,,0,non-transmissible,Non-transmissible,0,137000,,
146,WA2148,H5N5,2.3.4.4b,A6,d3,NIOSH,30min,9581,,,,,0,non-transmissible,Non-transmissible,0,50600,,
147,WA2148,H5N5,2.3.4.4b,A6,d3,NIOSH,30min,9583,,,,,0,non-transmissible,Non-transmissible,5.2,90900,,
148,WA2148,H5N5,2.3.4.4b,A6,d3,NIOSH,30min,9596,,,,,0,non-transmissible,Non-transmissible,0,1312.83,,
149,WA2148,H5N5,2.3.4.4b,A6,d3,NIOSH,30min,9598,,,,,0,non-transmissible,Non-transmissible,0,1880.514796,,
150,WA2148,H5N5,2.3.4.4b,A6,d3,NIOSH,30min,9600,,,,,0,non-transmissible,Non-transmissible,0,1038.346279,,
151,WA2148,H5N5,2.3.4.4b,A6,d5,NIOSH,30min,9248,,,,,0,non-transmissible,Non-transmissible,0,5360,,
152,WA2148,H5N5,2.3.4.4b,A6,d5,NIOSH,30min,9581,,,,,0,non-transmissible,Non-transmissible,0,3690,,
153,WA2148,H5N5,2.3.4.4b,A6,d5,NIOSH,30min,9583,,,,,0,non-transmissible,Non-transmissible,0,65900,,
154,WA2148,H5N5,2.3.4.4b,A6,d5,NIOSH,30min,9596,,,,,0,non-transmissible,Non-transmissible,0,3250,,
155,WA2148,H5N5,2.3.4.4b,A6,d5,NIOSH,30min,9598,,,,,0,non-transmissible,Non-transmissible,0,914,,
156,WA2148,H5N5,2.3.4.4b,A6,d1,NW,,9248,,,,,0,non-transmissible,Non-transmissible,140000,262953525.5,,
157,WA2148,H5N5,2.3.4.4b,A6,d1,NW,,9581,,,,,0,non-transmissible,Non-transmissible,100000,58769114.62,,
158,WA2148,H5N5,2.3.4.4b,A6,d1,NW,,9583,,,,,0,non-transmissible,Non-transmissible,210000,68779695.81,,
159,WA2148,H5N5,2.3.4.4b,A6,d1,NW,,9596,,,,,0,non-transmissible,Non-transmissible,28000,1012420029,,
160,WA2148,H5N5,2.3.4.4b,A6,d1,NW,,9598,,,,,0,non-transmissible,Non-transmissible,3.30E+04,106141537.4,,
161,WA2148,H5N5,2.3.4.4b,A6,d1,NW,,9600,,,,,0,non-transmissible,Non-transmissible,180000,387050758,,
162,WA2148,H5N5,2.3.4.4b,A6,d2,NW,,9248,,,,,0,non-transmissible,Non-transmissible,210000,1412943198,,
163,WA2148,H5N5,2.3.4.4b,A6,d2,NW,,9581,,,,,0,non-transmissible,Non-transmissible,180000,3181355652,,
164,WA2148,H5N5,2.3.4.4b,A6,d2,NW,,9583,,,,,0,non-transmissible,Non-transmissible,70000,1208307366,,
165,WA2148,H5N5,2.3.4.4b,A6,d2,NW,,9596,,,,,0,non-transmissible,Non-transmissible,30000,1879004307,,
166,WA2148,H5N5,2.3.4.4b,A6,d2,NW,,9598,,,,,0,non-transmissible,Non-transmissible,2.70E+04,134442261.2,,
167,WA2148,H5N5,2.3.4.4b,A6,d2,NW,,9600,,,,,0,non-transmissible,Non-transmissible,200000,1398811153,,
168,WA2148,H5N5,2.3.4.4b,A6,d3,NW,,9248,,,,,0,non-transmissible,Non-transmissible,8.00E+05,3148131763,,
169,WA2148,H5N5,2.3.4.4b,A6,d3,NW,,9581,,,,,0,non-transmissible,Non-transmissible,2.00E+04,106238242.9,,
170,WA2148,H5N5,2.3.4.4b,A6,d3,NW,,9583,,,,,0,non-transmissible,Non-transmissible,1.40E+04,232391901.5,,
171,WA2148,H5N5,2.3.4.4b,A6,d3,NW,,9596,,,,,0,non-transmissible,Non-transmissible,50000,1258586143,,
172,WA2148,H5N5,2.3.4.4b,A6,d3,NW,,9598,,,,,0,non-transmissible,Non-transmissible,8.80E+04,232373304.1,,
173,WA2148,H5N5,2.3.4.4b,A6,d3,NW,,9600,,,,,0,non-transmissible,Non-transmissible,300000,2060702678,,
174,WA2148,H5N5,2.3.4.4b,A6,d5,NW,,9248,,,,,0,non-transmissible,Non-transmissible,5.00E+04,2.30E+09,,
175,WA2148,H5N5,2.3.4.4b,A6,d5,NW,,9581,,,,,0,non-transmissible,Non-transmissible,4.00E+04,2.25E+09,,
176,WA2148,H5N5,2.3.4.4b,A6,d5,NW,,9583,,,,,0,non-transmissible,Non-transmissible,1.60E+04,1.67E+09,,
177,WA2148,H5N5,2.3.4.4b,A6,d5,NW,,9596,,,,,0,non-transmissible,Non-transmissible,140000,2248470086,,
178,WA2148,H5N5,2.3.4.4b,A6,d5,NW,,9598,,,,,0,non-transmissible,Non-transmissible,100000,705240159.2,,
